telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-08735,polare.com.br,2024-08-24,18,168,0.836,230,1084,4,starter,
TEL-08736,betasolutions.com.br,2024-10-19,55,446,0.877,172,759,8,Enterprise,CUST-0401
TEL-08737,dataprime.com.br,2025-01-25,24,160,0.631,72,,14,Enterprise,
TEL-08738,betasolutions.com.br,2025-01-18,51,242,0.68,444,495,21,Business,
TEL-08739,zentra.com.br,2024-08-31,36,329,0.752,540,1882,21,enterprise plan,CUST-0412
TEL-08740,corelogic.com.br,2024-11-30,42,403,0.421,145,34,14,Starter,CUST-0414
TEL-08741,rushflow.com.br,2024-12-14,36,189,0.661,79,,14,BUSINESS,CUST-0410
TEL-08742,polaris.com.br,2024-09-28,22,136,0.269,388,1342,7,BUSINESS,CUST-0418
TEL-08743,betasolutions.com.br,2024-05-25,36,178,0.675,332,43,24,GROWTH,CUST-0401
TEL-08744,zentra.com.br,2024-11-23,47,298,0.677,156,,2,Business,CUST-0412
TEL-08745,mindbox.com.br,2024-03-02,1,8,0.753,518,1530,18,Enterprise,CUST-0411
TEL-08746,skyops.com.br,2024-06-29,53,527,0.526,32,1871,30,Business,CUST-0408
TEL-08747,orbitdigital.com.br,2024-10-19,52,326,0.364,293,185,5,Growth,
TEL-08748,dataprime.com.br,2024-02-10,13,140,0.361,716,318,9,Enterprise,
TEL-08749,corelogic.com.br,2024-04-13,27,142,0.67,501,,8,Starter,CUST-0414
TEL-08750,acmecorp.com.br,2024-07-13,44,173,0.69,46,760,19,Growth,CUST-0400
TEL-08751,connectwave.com.br,2024-02-10,21,155,0.708,142,,30,Growth,CUST-0407
TEL-08752,acmecorp.com.br,2024-08-24,24,126,0.523,227,477,11,Growth,
TEL-08753,mindbox.com.br,2024-04-13,60,324,0.13,332,1514,19,Enterprise,CUST-0411
TEL-08754,orbitdigital.com.br,2024-10-19,58,461,0.413,313,49,4,Growth,
TEL-08755,acmecorp.com.br,2025-01-11,56,466,0.237,263,,10,Growth,
TEL-08756,orbitdigital.com.br,2024-01-20,50,356,0.705,431,1260,-1,Starter,CUST-0404
TEL-08757,fluxosistemas.com.br,2024-10-26,41,284,0.741,488,136,28,growth,
TEL-08758,ampliasolucoes.com.br,2024-01-13,46,184,0.874,493,135,1,Starter,CUST-0413
TEL-08759,acmecorp.com.br,2024-09-28,4,18,1.342,25,196,26,Starter,
TEL-08760,zentra.com.br,2024-11-16,51,477,0.248,572,767,11,Starter,CUST-0412
TEL-08761,rushflow.com.br,2024-03-09,20,114,0.503,539,,27,Starter,
TEL-08762,polare.com.br,2024-01-06,56,292,0.344,8,1299,24,GROWTH,
TEL-08763,gruponexus.com.br,2024-08-03,58,440,0.778,78,,29,Growth,CUST-0402
TEL-08764,polaris.com.br,2024-12-21,1,8,0.761,272,456,20,Growth,CUST-0418
TEL-08765,acmecorp.com.br,2024-05-18,27,228,0.287,147,,11,Enterprise,
TEL-08766,betasolutions.com.br,2024-03-30,18,159,0.873,32,494,11,Enterprise,CUST-0401
TEL-08767,corelogic.com.br,2024-04-06,44,404,0.108,373,894,30,Enterprise,CUST-0414
TEL-08768,fluxosistemas.com.br,2024-03-09,35,119,0.488,529,1580,8,Starter,CUST-0405
TEL-08769,acmecorp.com.br,2024-05-04,34,234,0.628,275,502,24,Growth,CUST-0400
TEL-08770,polare.com.br,2024-12-21,53,295,0.993,168,218,25,Business,CUST-0409
TEL-08771,mindbox.com.br,2024-05-18,31,183,0.669,310,277,23,Growth Plan,CUST-0411
TEL-08772,innova.com.br,2024-09-21,10,35,0.978,314,81,7,starter,CUST-0416
TEL-08773,tapflow.com.br,2024-02-03,37,350,0.963,410,911,4,Enterprise,CUST-0415
TEL-08774,innova.com.br,2024-06-29,42,209,0.87,561,596,12,Growth,CUST-0416
TEL-08775,fluxosistemas.com.br,2024-05-11,8,50,0.702,394,,0,Business,CUST-0405
TEL-08776,gruponexus.com.br,2024-07-20,37,218,0.442,319,591,26,Growth,
TEL-08777,zentra.com.br,2024-10-19,25,249,0.612,392,1450,15,enterprise plan,CUST-0412
TEL-08778,connectwave.com.br,2024-07-06,35,241,0.379,569,1620,2,Business,CUST-0407
TEL-08779,dataprime.com.br,2024-10-05,29,144,0.985,81,1055,7,Enterprise,
TEL-08780,corelogic.com.br,2024-01-20,1,9,0.339,341,509,20,BUSINESS,CUST-0414
TEL-08781,fluxosistemas.com.br,2024-06-29,8,82,0.643,417,2989,25,Business,
TEL-08782,innova.com.br,2024-05-11,41,143,0.501,407,1649,26,enterprise plan,CUST-0416
TEL-08783,betasolutions.com.br,2025-01-25,15,126,0.307,512,1014,13,growth,
TEL-08784,connectwave.com.br,2024-05-04,50,196,0.391,592,1015,5,Starter,CUST-0407
TEL-08785,innova.com.br,2025-01-25,15,66,0.518,387,1517,11,Growth Plan,
TEL-08786,verticetech.com.br,2024-04-06,55,234,0.357,57,349,5,Starter,
TEL-08787,fluxosistemas.com.br,2024-07-06,38,281,0.622,335,1540,22,Business,CUST-0405
TEL-08788,polaris.com.br,2024-03-09,0,0,0.501,579,295,7,Enterprise,
TEL-08789,mindbox.com.br,2024-06-15,24,157,0.825,311,,27,Business,CUST-0411
TEL-08790,zentra.com.br,2024-06-15,11,45,0.872,9,1763,26,enterprise plan,CUST-0412
TEL-08791,bluepath.com.br,2024-06-08,1,9,0.611,589,266,4,Growth,CUST-0419
TEL-08792,polare.com.br,2024-07-13,20,152,0.154,520,496,11,growth,
TEL-08793,verticetech.com.br,2024-11-09,21,149,0.509,220,1501,1,Growth,
TEL-08794,mindbox.com.br,2024-08-10,32,314,0.586,136,871,5,enterprise plan,
TEL-08795,bluepath.com.br,2024-02-24,42,182,0.519,587,2086,25,Enterprise,CUST-0419
TEL-08796,verticetech.com.br,2024-11-30,19,131,0.497,136,,11,Enterprise,
TEL-08797,mindbox.com.br,2024-10-26,13,86,0.287,504,1430,18,Growth,
TEL-08798,tapflow.com.br,2024-02-10,43,231,0.481,146,1794,24,Growth,CUST-0415
TEL-08799,tapflow.com.br,2025-01-04,5,34,0.447,499,,0,Growth,
TEL-08800,polare.com.br,2024-03-09,1,5,1.07,535,1505,18,Starter,CUST-0409
TEL-08801,gridsoft.com.br,2024-11-09,50,262,0.89,380,1421,22,Growth,
TEL-08802,gridsoft.com.br,2024-04-20,60,283,0.936,201,1678,21,Business,CUST-0417
TEL-08803,orbitdigital.com.br,2024-10-12,1,5,0.82,456,316,28,Starter,CUST-0404
TEL-08804,dataprime.com.br,2024-06-01,25,164,0.948,273,803,30,Starter,
TEL-08805,polare.com.br,2024-11-16,15,134,0.502,589,697,22,Starter,CUST-0409
TEL-08806,fluxosistemas.com.br,2025-01-11,20,75,0.776,191,,21,Enterprise,
TEL-08807,verticetech.com.br,2024-10-19,48,325,0.477,277,568,-1,Enterprise,CUST-0403
TEL-08808,polaris.com.br,2024-08-31,38,171,0.717,485,363,20,GROWTH,
TEL-08809,skyops.com.br,2024-10-05,36,197,0.926,185,1933,3,Starter,CUST-0408
TEL-08810,verticetech.com.br,2024-06-29,5,16,0.722,301,1505,29,Enterprise,
TEL-08811,gruponexus.com.br,2025-01-25,12,77,0.241,70,711,3,Growth Plan,CUST-0402
TEL-08812,polare.com.br,2024-06-15,1,3,0.512,433,674,-1,Business,
TEL-08813,zentra.com.br,2024-06-15,1,3,1.229,109,1246,15,Enterprise,
TEL-08814,connectwave.com.br,2024-03-16,20,65,0.852,553,1754,11,Business,CUST-0407
TEL-08815,mindbox.com.br,2024-08-24,6,57,0.159,18,2729,11,growth,
TEL-08816,gridsoft.com.br,2024-03-09,22,207,0.852,20,1651,6,Business,CUST-0417
TEL-08817,innova.com.br,2024-07-27,59,311,0.308,221,612,19,Enterprise,CUST-0416
TEL-08818,acmecorp.com.br,2024-05-25,15,102,0.889,217,750,6,Business,
TEL-08819,tapflow.com.br,2024-11-09,2,19,0.376,576,1604,0,Enterprise,CUST-0415
TEL-08820,corelogic.com.br,2024-11-23,29,279,0.289,138,1215,24,Business,
TEL-08821,verticetech.com.br,2024-09-14,59,542,0.84,77,1507,13,Starter,
TEL-08822,gruponexus.com.br,2025-01-11,41,318,0.662,167,177,20,Business,
TEL-08823,verticetech.com.br,2024-06-22,32,120,0.618,399,220,20,Enterprise,CUST-0403
TEL-08824,mindbox.com.br,2024-11-02,4,27,0.179,292,1036,10,Starter,CUST-0411
TEL-08825,polare.com.br,2024-03-16,18,70,0.695,323,898,20,Growth,CUST-0409
TEL-08826,acmecorp.com.br,2024-06-29,45,390,0.857,539,1617,6,Starter,
TEL-08827,zentra.com.br,2024-02-10,33,103,0.821,302,2604,3,Enterprise,
TEL-08828,innova.com.br,2024-06-15,55,204,0.607,197,,12,growth,
TEL-08829,bluepath.com.br,2024-08-10,58,491,0.253,524,,25,Growth,CUST-0419
TEL-08830,dataprime.com.br,2025-01-25,51,287,0.387,113,1762,1,Growth,
TEL-08831,acmecorp.com.br,2024-02-10,16,157,0.812,433,1823,30,Business,CUST-0400
TEL-08832,mindbox.com.br,2024-03-23,4,31,0.564,116,763,3,Enterprise,
TEL-08833,bluepath.com.br,2025-01-04,10,72,0.884,84,886,8,Growth Plan,CUST-0419
TEL-08834,polare.com.br,2024-11-09,47,274,0.453,253,,16,enterprise plan,CUST-0409
TEL-08835,tapflow.com.br,2025-01-18,18,127,0.744,462,,4,GROWTH,
TEL-08836,ampliasolucoes.com.br,2024-03-09,14,93,0.565,207,1513,3,Business,
TEL-08837,polaris.com.br,2025-01-04,55,282,0.573,294,25,28,Growth,CUST-0418
TEL-08838,polare.com.br,2025-01-18,35,185,0.18,423,1118,12,BUSINESS,CUST-0409
TEL-08839,corelogic.com.br,2025-01-25,11,79,0.808,186,1068,19,Starter,CUST-0414
TEL-08840,corelogic.com.br,2024-06-08,15,49,0.601,586,,16,BUSINESS,CUST-0414
TEL-08841,tapflow.com.br,2024-05-18,15,78,0.334,511,1200,6,Business,CUST-0415
TEL-08842,zentra.com.br,2024-10-05,26,183,0.901,394,722,13,growth,
TEL-08843,orbitdigital.com.br,2024-05-18,58,300,0.675,106,1320,2,Growth Plan,CUST-0404
TEL-08844,mindbox.com.br,2025-01-18,10,77,0.662,608,978,23,GROWTH,
TEL-08845,corelogic.com.br,2024-10-19,54,393,0.349,385,241,20,GROWTH,
TEL-08846,verticetech.com.br,2025-01-11,1,9,0.63,405,577,28,Enterprise,
TEL-08847,skyops.com.br,2024-11-16,55,485,0.619,282,1611,11,Growth,CUST-0408
TEL-08848,tapflow.com.br,2024-02-17,73,369,0.505,80,674,3,Starter,CUST-0415
TEL-08849,polaris.com.br,2024-10-26,7,37,1.046,136,319,17,Starter,CUST-0418
TEL-08850,gruponexus.com.br,2024-02-03,13,63,0.427,545,332,13,Business,
TEL-08851,connectwave.com.br,2024-08-17,45,210,0.22,522,1841,22,Business,
TEL-08852,mindbox.com.br,2024-10-12,47,296,1.162,526,,27,Growth,CUST-0411
TEL-08853,gridsoft.com.br,2024-04-20,29,124,0.368,89,1844,22,Starter,CUST-0417
TEL-08854,mindbox.com.br,2024-09-14,23,109,1.189,455,493,3,Growth,CUST-0411
TEL-08855,tapflow.com.br,2024-12-07,22,99,0.413,361,,15,BUSINESS,CUST-0415
TEL-08856,rushflow.com.br,2024-02-03,52,316,0.641,26,1671,24,Growth,
TEL-08857,bluepath.com.br,2024-03-23,42,331,0.974,362,179,29,Growth,
TEL-08858,zentra.com.br,2024-06-29,37,166,0.167,165,1923,17,Enterprise,CUST-0412
TEL-08859,orbitdigital.com.br,2024-01-13,60,345,0.186,180,1962,29,growth,CUST-0404
TEL-08860,orbitdigital.com.br,2024-10-05,32,123,0.823,308,613,1,Starter,CUST-0404
TEL-08861,polaris.com.br,2024-09-28,6,40,0.721,610,667,10,Starter,CUST-0418
TEL-08862,zentra.com.br,2024-03-02,31,164,1.172,264,,3,GROWTH,CUST-0412
TEL-08863,rushflow.com.br,2024-05-18,12,49,0.739,157,,1,Growth,
TEL-08864,acmecorp.com.br,2025-01-11,25,197,0.997,187,758,11,Growth,CUST-0400
TEL-08865,innova.com.br,2024-01-13,5,30,0.466,461,647,4,BUSINESS,CUST-0416
TEL-08866,ampliasolucoes.com.br,2024-11-30,55,483,1.193,222,925,28,Growth Plan,
TEL-08867,zentra.com.br,2024-08-24,75,737,0.9,783,611,29,Growth,CUST-0412
TEL-08868,polare.com.br,2025-01-11,39,378,0.116,137,412,2,Enterprise,
TEL-08869,polare.com.br,2024-02-03,35,321,0.901,49,442,7,Growth,
TEL-08870,mindbox.com.br,2024-11-09,46,149,0.907,588,172,26,Enterprise,
TEL-08871,orbitdigital.com.br,2024-03-02,3,19,0.995,425,,23,Enterprise,CUST-0404
TEL-08872,acmecorp.com.br,2024-02-10,68,213,0.51,542,372,25,Enterprise,
TEL-08873,bluepath.com.br,2024-11-23,16,106,1.169,245,,9,Enterprise,
TEL-08874,ampliasolucoes.com.br,2024-11-16,5,47,0.757,498,1402,23,Business,CUST-0413
TEL-08875,corelogic.com.br,2024-09-07,24,78,0.947,418,1368,24,GROWTH,CUST-0414
TEL-08876,connectwave.com.br,2024-07-06,59,482,0.131,35,1579,27,Growth,CUST-0407
TEL-08877,fluxosistemas.com.br,2024-09-14,34,178,0.393,465,1156,21,Growth,CUST-0405
TEL-08878,polaris.com.br,2024-08-17,46,153,0.183,383,1895,4,Business,
TEL-08879,rushflow.com.br,2024-12-28,33,166,0.749,83,681,8,Enterprise,CUST-0410
TEL-08880,rushflow.com.br,2024-04-27,29,196,0.86,432,1426,15,Business,CUST-0410
TEL-08881,skyops.com.br,2024-07-06,29,144,0.72,559,,16,growth,CUST-0408
TEL-08882,fluxosistemas.com.br,2024-04-27,21,199,0.354,535,2818,1,Growth,
TEL-08883,verticetech.com.br,2024-10-12,18,100,0.849,103,1379,14,enterprise plan,CUST-0403
TEL-08884,polaris.com.br,2025-01-11,8,27,0.346,541,1356,-3,Enterprise,CUST-0418
TEL-08885,skyops.com.br,2024-06-15,59,468,0.579,581,1449,28,Starter,CUST-0408
TEL-08886,mindbox.com.br,2024-08-03,42,189,0.597,482,392,11,Enterprise,CUST-0411
TEL-08887,acmecorp.com.br,2024-03-02,26,123,0.178,549,516,11,Growth,CUST-0400
TEL-08888,rushflow.com.br,2024-11-02,5,21,0.821,493,,9,Enterprise,
TEL-08889,orbitdigital.com.br,2024-10-26,73,539,0.413,538,1635,22,Growth,
TEL-08890,gruponexus.com.br,2024-01-06,28,133,0.501,541,487,1,Growth,CUST-0402
TEL-08891,connectwave.com.br,2024-11-16,43,359,0.717,201,756,28,Business,
TEL-08892,gruponexus.com.br,2024-11-30,5,34,0.302,356,,17,Enterprise,CUST-0402
TEL-08893,orbitdigital.com.br,2024-08-31,0,0,0.212,387,,6,Starter,
TEL-08894,fluxosistemas.com.br,2024-11-02,37,235,0.739,354,267,7,Business,CUST-0405
TEL-08895,verticetech.com.br,2024-11-09,1,1,1.329,558,1213,25,Business,CUST-0403
TEL-08896,polare.com.br,2024-10-19,28,188,0.983,599,1733,24,starter,
TEL-08897,mindbox.com.br,2024-01-06,12,76,0.678,532,285,3,Business,
TEL-08898,dataprime.com.br,2024-09-21,43,288,0.543,140,1182,13,Business,CUST-0406
TEL-08899,corelogic.com.br,2024-06-01,42,263,0.875,157,,30,Growth,
TEL-08900,ampliasolucoes.com.br,2024-06-29,2,19,0.975,446,565,-1,starter,CUST-0413
TEL-08901,innova.com.br,2024-08-03,53,253,0.869,313,2916,30,starter,CUST-0416
TEL-08902,zentra.com.br,2024-11-09,53,421,0.335,539,308,18,Growth,CUST-0412
TEL-08903,gruponexus.com.br,2024-12-21,6,29,0.295,544,568,13,Business,CUST-0402
TEL-08904,fluxosistemas.com.br,2025-01-04,8,62,0.809,144,,9,Starter,CUST-0405
TEL-08905,bluepath.com.br,2024-08-10,63,513,0.252,631,2262,27,Enterprise,CUST-0419
TEL-08906,innova.com.br,2025-01-04,1,3,1.064,575,1784,29,Enterprise,
TEL-08907,tapflow.com.br,2024-01-27,34,277,0.816,5,83,23,Enterprise,
TEL-08908,innova.com.br,2024-01-13,53,414,0.626,203,1894,26,Enterprise,CUST-0416
TEL-08909,fluxosistemas.com.br,2024-08-03,2,15,0.326,308,1708,17,enterprise plan,CUST-0405
TEL-08910,verticetech.com.br,2024-08-24,38,207,0.874,359,1076,12,Business,CUST-0403
TEL-08911,fluxosistemas.com.br,2024-02-24,1,6,0.247,374,651,25,Enterprise,CUST-0405
TEL-08912,polare.com.br,2024-11-09,12,80,0.36,241,,5,starter,
TEL-08913,corelogic.com.br,2024-05-18,42,409,0.598,586,1849,10,Starter,CUST-0414
TEL-08914,orbitdigital.com.br,2024-12-07,42,274,0.803,388,1467,10,Starter,
TEL-08915,corelogic.com.br,2024-01-13,53,429,0.104,256,355,18,Growth,CUST-0414
TEL-08916,dataprime.com.br,2024-06-01,60,266,0.359,473,1620,29,Enterprise,CUST-0406
TEL-08917,corelogic.com.br,2024-05-04,21,133,0.494,158,1478,29,GROWTH,CUST-0414
TEL-08918,polare.com.br,2024-11-30,9,57,0.514,199,1708,8,Business,
TEL-08919,dataprime.com.br,2024-08-03,10,92,0.535,5,559,1,Enterprise,CUST-0406
TEL-08920,ampliasolucoes.com.br,2024-03-16,42,227,0.179,418,458,29,Growth Plan,CUST-0413
TEL-08921,betasolutions.com.br,2024-02-17,46,147,0.43,86,975,29,Enterprise,CUST-0401
TEL-08922,bluepath.com.br,2024-11-09,6,51,0.522,63,163,23,Starter,CUST-0419
TEL-08923,bluepath.com.br,2024-10-19,14,100,0.368,238,,20,Enterprise,CUST-0419
TEL-08924,connectwave.com.br,2024-06-22,7,65,0.926,239,1151,10,enterprise plan,CUST-0407
TEL-08925,skyops.com.br,2024-08-24,5,23,0.204,241,315,19,Growth,CUST-0408
TEL-08926,zentra.com.br,2024-01-06,43,322,0.874,434,1637,13,enterprise plan,CUST-0412
TEL-08927,orbitdigital.com.br,2024-07-20,65,500,0.262,166,114,25,enterprise plan,
TEL-08928,connectwave.com.br,2024-12-07,60,222,0.332,256,271,11,starter,CUST-0407
TEL-08929,connectwave.com.br,2024-10-19,19,115,0.305,492,,15,enterprise plan,CUST-0407
TEL-08930,polare.com.br,2024-03-16,39,172,0.133,591,,27,Growth,CUST-0409
TEL-08931,gridsoft.com.br,2024-06-15,11,80,0.365,363,1816,17,Enterprise,
TEL-08932,tapflow.com.br,2024-07-27,41,352,0.127,444,721,7,Starter,
TEL-08933,betasolutions.com.br,2024-01-13,32,314,0.386,180,,8,enterprise plan,
TEL-08934,betasolutions.com.br,2024-11-23,30,102,0.268,71,136,12,Enterprise,
TEL-08935,skyops.com.br,2024-10-26,27,148,0.361,308,1502,24,Starter,
TEL-08936,gruponexus.com.br,2024-11-23,1,15,0.731,192,2327,21,Enterprise,CUST-0402
TEL-08937,innova.com.br,2024-03-30,17,68,1.336,205,940,14,growth,CUST-0416
TEL-08938,rushflow.com.br,2024-06-01,22,174,0.816,210,1167,8,Business,
TEL-08939,dataprime.com.br,2024-07-13,14,80,0.894,554,353,11,Business,
TEL-08940,innova.com.br,2024-05-04,9,28,0.728,127,333,16,Growth Plan,CUST-0416
TEL-08941,polaris.com.br,2024-03-23,43,180,0.639,540,,12,Enterprise,CUST-0418
TEL-08942,verticetech.com.br,2025-01-11,57,383,0.198,423,1003,6,Starter,CUST-0403
TEL-08943,polaris.com.br,2024-03-23,31,254,0.41,231,497,29,GROWTH,CUST-0418
TEL-08944,rushflow.com.br,2024-07-06,56,254,0.536,257,1471,2,Starter,CUST-0410
TEL-08945,betasolutions.com.br,2024-05-18,8,32,0.562,234,265,23,Enterprise,CUST-0401
TEL-08946,dataprime.com.br,2024-11-02,27,208,0.141,74,558,-3,Starter,CUST-0406
TEL-08947,acmecorp.com.br,2024-07-13,49,407,0.293,287,1247,22,Growth,
TEL-08948,polaris.com.br,2025-01-04,56,452,0.556,558,1710,6,Starter,CUST-0418
TEL-08949,bluepath.com.br,2024-06-29,53,355,0.148,249,1103,11,enterprise plan,
TEL-08950,connectwave.com.br,2025-01-18,44,250,0.811,84,1015,5,Business,CUST-0407
TEL-08951,ampliasolucoes.com.br,2024-07-06,58,471,0.737,351,650,-1,Starter,CUST-0413
TEL-08952,bluepath.com.br,2024-01-13,3,17,0.219,247,80,10,Starter,CUST-0419
TEL-08953,polaris.com.br,2024-04-20,45,424,0.416,476,1883,4,Starter,
TEL-08954,tapflow.com.br,2024-06-15,34,110,0.107,322,1842,8,BUSINESS,CUST-0415
TEL-08955,dataprime.com.br,2024-06-29,27,224,0.483,42,598,12,Enterprise,CUST-0406
TEL-08956,polare.com.br,2024-12-07,27,171,0.126,471,1113,16,Starter,
TEL-08957,zentra.com.br,2024-11-23,35,189,0.712,261,1249,12,growth,
TEL-08958,connectwave.com.br,2025-01-25,4,34,0.444,576,316,17,starter,CUST-0407
TEL-08959,fluxosistemas.com.br,2024-06-08,13,86,0.553,143,285,2,Starter,
TEL-08960,skyops.com.br,2024-03-23,13,123,0.607,106,1268,19,GROWTH,CUST-0408
TEL-08961,ampliasolucoes.com.br,2024-04-13,45,311,0.698,16,1433,-1,growth,CUST-0413
TEL-08962,polare.com.br,2024-06-29,32,160,0.313,33,423,17,Enterprise,CUST-0409
TEL-08963,dataprime.com.br,2024-08-03,37,323,0.87,500,92,16,Business,CUST-0406
TEL-08964,innova.com.br,2024-03-30,32,219,0.422,523,,15,BUSINESS,
TEL-08965,dataprime.com.br,2025-01-11,45,318,0.505,11,88,13,GROWTH,
TEL-08966,verticetech.com.br,2024-03-30,11,61,0.914,24,,5,Starter,CUST-0403
TEL-08967,connectwave.com.br,2024-07-27,29,157,0.488,57,1435,13,Growth Plan,CUST-0407
TEL-08968,gruponexus.com.br,2024-04-06,32,286,0.247,252,1141,25,Enterprise,CUST-0402
TEL-08969,polare.com.br,2024-03-02,36,185,0.966,128,946,21,Growth,
TEL-08970,bluepath.com.br,2024-01-20,0,0,0.888,501,635,27,Growth,CUST-0419
TEL-08971,fluxosistemas.com.br,2024-06-01,57,434,0.392,466,,14,Growth,CUST-0405
TEL-08972,polare.com.br,2024-02-24,38,319,0.307,268,5,21,Starter,CUST-0409
TEL-08973,acmecorp.com.br,2024-09-14,26,129,0.965,44,1548,15,Enterprise,
TEL-08974,orbitdigital.com.br,2024-06-29,40,399,0.411,332,35,16,Growth,
TEL-08975,polare.com.br,2024-02-24,28,140,0.327,258,1566,10,Enterprise,
TEL-08976,tapflow.com.br,2024-08-31,55,233,0.13,202,1488,13,GROWTH,CUST-0415
TEL-08977,innova.com.br,2024-04-13,30,230,0.746,253,1185,30,Business,CUST-0416
TEL-08978,corelogic.com.br,2024-03-09,23,119,0.574,503,799,21,starter,CUST-0414
TEL-08979,dataprime.com.br,2024-07-20,6,22,0.375,51,1678,9,starter,
TEL-08980,ampliasolucoes.com.br,2024-08-03,23,160,0.722,280,901,2,Starter,CUST-0413
TEL-08981,dataprime.com.br,2024-01-20,40,391,0.836,574,1852,7,growth,CUST-0406
TEL-08982,verticetech.com.br,2024-05-11,49,486,1.207,157,1764,25,enterprise plan,CUST-0403
TEL-08983,verticetech.com.br,2024-01-13,3,16,0.721,473,1100,7,Growth,CUST-0403
TEL-08984,acmecorp.com.br,2024-11-23,17,75,0.52,8,687,20,Starter,CUST-0400
TEL-08985,polaris.com.br,2024-08-24,16,142,0.927,79,1999,29,Enterprise,
TEL-08986,verticetech.com.br,2024-06-22,54,405,0.285,93,86,23,Growth,CUST-0403
TEL-08987,gridsoft.com.br,2024-09-14,3,17,0.375,398,1877,27,Starter,CUST-0417
TEL-08988,zentra.com.br,2024-06-22,51,281,0.993,258,,0,Business,CUST-0412
TEL-08989,gruponexus.com.br,2024-06-01,12,69,0.811,29,,4,GROWTH,
TEL-08990,polaris.com.br,2024-11-09,23,76,0.764,231,1534,24,Business,
TEL-08991,orbitdigital.com.br,2024-10-26,10,63,0.912,466,137,16,Starter,CUST-0404
TEL-08992,gridsoft.com.br,2024-07-06,25,161,0.833,76,114,0,Business,
TEL-08993,fluxosistemas.com.br,2024-06-08,6,39,0.583,331,1831,30,Enterprise,CUST-0405
TEL-08994,bluepath.com.br,2024-04-27,44,229,0.138,289,50,23,Business,CUST-0419
TEL-08995,ampliasolucoes.com.br,2024-08-10,43,174,0.463,436,39,21,Business,
TEL-08996,bluepath.com.br,2024-02-03,16,81,0.199,581,1431,10,growth,CUST-0419
TEL-08997,acmecorp.com.br,2024-06-15,30,208,0.423,174,1091,0,Growth,CUST-0400
TEL-08998,skyops.com.br,2024-03-23,59,475,0.617,466,352,21,Business,
TEL-08999,corelogic.com.br,2024-10-12,1,5,0.896,420,1144,13,Starter,CUST-0414
TEL-09000,polaris.com.br,2024-07-06,2,7,0.732,522,302,0,Business,CUST-0418
TEL-09001,polaris.com.br,2024-11-02,34,112,1.306,479,375,9,Growth,CUST-0418
TEL-09002,bluepath.com.br,2024-10-05,17,128,0.755,297,154,24,Growth,CUST-0419
TEL-09003,skyops.com.br,2024-06-22,31,347,0.587,766,2066,-1,Growth,CUST-0408
TEL-09004,bluepath.com.br,2024-10-12,28,226,0.101,249,,15,BUSINESS,
TEL-09005,bluepath.com.br,2024-07-06,12,100,0.54,559,148,26,Business,CUST-0419
TEL-09006,bluepath.com.br,2024-11-16,25,85,0.708,143,,26,Business,CUST-0419
TEL-09007,innova.com.br,2024-04-06,45,407,0.682,557,1542,19,Enterprise,CUST-0416
TEL-09008,zentra.com.br,2024-04-06,25,176,0.665,476,1551,3,Starter,CUST-0412
TEL-09009,fluxosistemas.com.br,2024-03-16,53,366,0.353,269,46,25,Growth,CUST-0405
TEL-09010,betasolutions.com.br,2024-07-27,24,80,0.707,555,,14,Business,
TEL-09011,connectwave.com.br,2024-05-25,57,444,0.904,58,1014,3,Starter,
TEL-09012,zentra.com.br,2025-01-18,48,357,1.17,473,1378,22,Starter,CUST-0412
TEL-09013,betasolutions.com.br,2024-03-30,11,108,0.564,93,1204,25,GROWTH,
TEL-09014,orbitdigital.com.br,2024-12-28,25,167,0.565,54,,10,Starter,CUST-0404
TEL-09015,orbitdigital.com.br,2024-10-26,21,169,0.187,522,1616,24,Enterprise,
TEL-09016,mindbox.com.br,2024-06-22,58,473,0.887,574,1657,19,Starter,CUST-0411
TEL-09017,zentra.com.br,2025-01-25,25,135,0.501,29,,15,Growth,CUST-0412
TEL-09018,innova.com.br,2024-04-20,34,164,0.514,528,619,27,Enterprise,CUST-0416
TEL-09019,orbitdigital.com.br,2024-02-17,35,206,1.028,405,877,20,Growth,CUST-0404
TEL-09020,mindbox.com.br,2024-02-24,54,241,0.11,404,,22,GROWTH,CUST-0411
TEL-09021,polare.com.br,2024-02-24,41,342,0.784,399,1065,29,Growth,
TEL-09022,connectwave.com.br,2024-04-20,53,345,0.302,470,304,0,Enterprise,CUST-0407
TEL-09023,orbitdigital.com.br,2024-10-12,44,226,0.211,59,1840,30,Business,CUST-0404
TEL-09024,acmecorp.com.br,2024-09-14,26,145,0.305,77,,16,Starter,CUST-0400
TEL-09025,orbitdigital.com.br,2024-02-03,22,113,0.843,366,144,1,Business,CUST-0404
TEL-09026,polaris.com.br,2024-11-16,16,150,0.773,10,377,30,Growth,CUST-0418
